,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16
969,5.0,5.0,0.0,2.0,6.0,4.0,11.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0
970,9.0,6.0,5.0,5.0,5.0,8.0,8.0,5.0,6.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0
971,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
972,4.0,2.0,2.0,2.0,3.0,1.0,2.0,6.0,7.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0
973,1.0,2.0,3.0,3.0,5.0,4.0,5.0,7.0,5.0,7.0,4.0,3.0,6.0,6.0,7.0,7.0
974,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
975,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0
976,5.0,5.0,0.0,2.0,7.0,2.0,10.0,10.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0
977,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
978,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
979,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
980,5.0,9.0,10.0,5.0,5.0,3.0,2.0,1.0,3.0,5.0,0.0,1.0,-0.0,1.0,1.0,1.0
981,21.0,22.0,32.0,37.0,24.0,34.0,34.0,22.0,27.0,20.0,21.0,15.0,21.0,20.0,19.0,19.0
982,24.0,27.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0
983,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
984,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
985,2.0,6.0,7.0,8.0,4.0,6.0,1.0,6.0,4.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0
986,1.0,4.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
987,39.0,22.0,0.0,24.0,40.0,46.0,27.0,15.0,12.0,22.0,22.0,6.0,15.0,13.0,12.0,11.0
988,2.0,10.0,18.0,7.0,5.0,5.0,8.0,13.0,6.0,4.0,6.0,3.0,5.0,5.0,4.0,4.0
989,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
990,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
991,4.0,1.0,3.0,6.0,2.0,4.0,6.0,3.0,3.0,8.0,3.0,7.0,6.0,6.0,6.0,7.0
992,3.0,2.0,4.0,2.0,5.0,3.0,6.0,8.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
993,7.0,18.0,17.0,5.0,10.0,11.0,1.0,9.0,2.0,4.0,7.0,3.0,2.0,1.0,0.0,1.0
994,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
995,24.0,28.0,9.0,23.0,25.0,23.0,34.0,22.0,21.0,22.0,14.0,21.0,20.0,20.0,20.0,20.0
996,10.0,5.0,11.0,11.0,8.0,7.0,15.0,13.0,14.0,17.0,8.0,6.0,12.0,12.0,12.0,13.0
997,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
998,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
999,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
1000,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
1001,8.0,13.0,14.0,12.0,3.0,6.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
1002,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1003,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
1004,1.0,2.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0
1005,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
1006,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0
1007,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
1008,2.0,3.0,3.0,4.0,4.0,9.0,4.0,5.0,3.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0
1009,7.0,7.0,6.0,6.0,9.0,8.0,6.0,2.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0
1010,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1011,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
1012,5.0,5.0,6.0,6.0,3.0,7.0,6.0,3.0,5.0,7.0,5.0,8.0,6.0,6.0,7.0,7.0
1013,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,9.0,7.0,6.0,6.0,9.0,4.0,8.0,7.0,0.0,8.0,0.0,9.0,4.0,4.0,4.0,3.0
1015,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1016,1.0,2.0,1.0,4.0,1.0,3.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0
1017,13.0,6.0,3.0,12.0,11.0,9.0,14.0,13.0,14.0,16.0,13.0,13.0,15.0,16.0,17.0,17.0
1018,8.0,3.0,8.0,8.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,-0.0,1.0
1019,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1021,6.0,8.0,3.0,5.0,3.0,6.0,6.0,6.0,6.0,16.0,10.0,7.0,10.0,10.0,11.0,11.0
1022,3.0,2.0,3.0,0.0,1.0,5.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0
1023,6.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0
1024,4.0,10.0,6.0,3.0,5.0,3.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0
1025,1.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1026,2.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0
1027,0.0,2.0,4.0,1.0,2.0,4.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0
1028,2.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1029,10.0,14.0,13.0,7.0,15.0,16.0,8.0,15.0,11.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
1030,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
1031,1.0,3.0,6.0,5.0,6.0,6.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0
1032,1.0,4.0,4.0,2.0,5.0,3.0,6.0,4.0,4.0,8.0,5.0,4.0,6.0,6.0,7.0,7.0
1033,2.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1034,2.0,7.0,3.0,4.0,6.0,2.0,2.0,5.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0
1035,0.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,6.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0
1036,11.0,14.0,11.0,15.0,15.0,10.0,21.0,12.0,22.0,19.0,11.0,10.0,15.0,16.0,16.0,16.0
1037,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0
1038,5.0,7.0,0.0,1.0,0.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0
1039,0.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
1040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,119.0,143.0,85.0,114.0,149.0,140.0,120.0,99.0,146.0,109.0,109.0,114.0,116.0,115.0,115.0,114.0
1042,5.0,6.0,4.0,6.0,8.0,7.0,5.0,11.0,8.0,5.0,8.0,13.0,10.0,11.0,11.0,11.0
1043,3.0,3.0,6.0,4.0,0.0,3.0,5.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
1044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
1045,5.0,4.0,8.0,4.0,6.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,-0.0,-0.0
1046,1.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0
1047,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0,6.0,2.0,5.0,5.0,5.0,6.0
1048,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1049,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
1050,5.0,8.0,19.0,15.0,6.0,15.0,17.0,14.0,13.0,11.0,19.0,17.0,18.0,18.0,19.0,20.0
1051,6.0,5.0,4.0,5.0,7.0,1.0,2.0,6.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0
1052,3.0,8.0,2.0,9.0,7.0,5.0,4.0,2.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
1053,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
1054,6.0,9.0,4.0,7.0,11.0,11.0,7.0,9.0,3.0,7.0,4.0,4.0,5.0,5.0,5.0,4.0
1055,3.0,1.0,0.0,1.0,4.0,7.0,4.0,8.0,7.0,2.0,6.0,6.0,7.0,8.0,8.0,8.0
1056,2.0,7.0,5.0,9.0,6.0,3.0,10.0,11.0,6.0,12.0,7.0,3.0,8.0,9.0,9.0,9.0
1057,5.0,3.0,5.0,9.0,3.0,4.0,7.0,8.0,10.0,9.0,8.0,9.0,10.0,10.0,11.0,11.0
1058,2.0,1.0,2.0,4.0,3.0,7.0,1.0,4.0,6.0,8.0,7.0,8.0,8.0,9.0,9.0,10.0
1059,0.0,2.0,0.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1060,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
1062,2.0,4.0,4.0,3.0,4.0,7.0,3.0,0.0,5.0,4.0,7.0,10.0,7.0,7.0,8.0,8.0
1063,1.0,3.0,4.0,1.0,2.0,2.0,8.0,10.0,5.0,9.0,4.0,7.0,8.0,9.0,9.0,10.0
1064,3.0,5.0,10.0,9.0,2.0,2.0,3.0,6.0,5.0,0.0,3.0,5.0,3.0,3.0,2.0,2.0
1065,3.0,7.0,6.0,3.0,5.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0
1066,10.0,5.0,9.0,5.0,12.0,12.0,5.0,12.0,9.0,11.0,6.0,11.0,10.0,10.0,10.0,10.0
1067,4.0,5.0,0.0,6.0,0.0,5.0,4.0,1.0,0.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0
1068,18.0,22.0,6.0,21.0,23.0,29.0,26.0,26.0,40.0,27.0,34.0,35.0,38.0,40.0,42.0,44.0
1069,57.0,52.0,28.0,72.0,69.0,64.0,59.0,52.0,43.0,65.0,55.0,67.0,61.0,62.0,63.0,63.0
1070,2.0,0.0,8.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0
1071,0.0,1.0,3.0,1.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0
1072,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1073,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0
1074,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0
1076,1.0,6.0,10.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,-0.0,1.0,1.0
1077,2.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1078,0.0,1.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0
1079,1.0,2.0,7.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0
1080,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1081,4.0,8.0,1.0,2.0,2.0,1.0,1.0,6.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0
1082,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
1083,4.0,1.0,4.0,6.0,11.0,10.0,8.0,9.0,9.0,7.0,1.0,1.0,6.0,6.0,6.0,6.0
1084,9.0,5.0,1.0,8.0,11.0,7.0,13.0,9.0,8.0,7.0,2.0,2.0,5.0,5.0,5.0,5.0
1085,11.0,11.0,20.0,11.0,19.0,17.0,22.0,7.0,14.0,13.0,9.0,14.0,13.0,13.0,13.0,12.0
1086,6.0,6.0,6.0,7.0,4.0,4.0,7.0,9.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0
1087,22.0,18.0,15.0,22.0,19.0,14.0,10.0,18.0,9.0,12.0,8.0,7.0,7.0,5.0,4.0,3.0
1088,17.0,16.0,15.0,14.0,16.0,17.0,14.0,18.0,13.0,17.0,15.0,17.0,16.0,16.0,16.0,16.0
1089,1.0,3.0,3.0,0.0,2.0,3.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0
1090,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0
1091,4.0,9.0,8.0,7.0,6.0,5.0,4.0,10.0,3.0,11.0,5.0,3.0,5.0,5.0,5.0,5.0
1092,8.0,19.0,14.0,12.0,20.0,15.0,8.0,16.0,11.0,13.0,8.0,3.0,8.0,7.0,7.0,6.0
1093,1.0,2.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
1094,4.0,12.0,2.0,3.0,5.0,6.0,5.0,9.0,7.0,8.0,9.0,4.0,7.0,7.0,8.0,8.0
1095,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1096,13.0,16.0,10.0,22.0,16.0,25.0,8.0,9.0,24.0,14.0,17.0,16.0,17.0,17.0,17.0,17.0
1097,9.0,7.0,10.0,4.0,9.0,10.0,8.0,9.0,16.0,15.0,8.0,8.0,11.0,12.0,12.0,12.0
1098,7.0,14.0,10.0,11.0,11.0,11.0,12.0,10.0,8.0,13.0,5.0,11.0,10.0,9.0,9.0,9.0
1099,3.0,3.0,7.0,5.0,3.0,1.0,3.0,8.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0
1100,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1101,8.0,6.0,7.0,6.0,5.0,9.0,3.0,5.0,8.0,8.0,6.0,9.0,7.0,7.0,7.0,7.0
1102,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
1103,6.0,8.0,4.0,4.0,8.0,5.0,4.0,6.0,9.0,7.0,3.0,4.0,5.0,5.0,5.0,5.0
1104,9.0,6.0,12.0,13.0,12.0,11.0,14.0,13.0,9.0,11.0,14.0,13.0,14.0,14.0,14.0,15.0
1105,1.0,5.0,1.0,5.0,4.0,2.0,3.0,1.0,3.0,11.0,3.0,4.0,5.0,5.0,6.0,6.0
1106,4.0,5.0,6.0,4.0,5.0,1.0,5.0,4.0,6.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0
1107,2.0,5.0,0.0,2.0,2.0,6.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1108,5.0,1.0,6.0,1.0,2.0,3.0,2.0,4.0,10.0,9.0,7.0,5.0,7.0,8.0,8.0,9.0
1109,5.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0
1110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,1.0,3.0,4.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,-0.0,-0.0,1.0
1112,11.0,18.0,10.0,12.0,17.0,22.0,20.0,25.0,19.0,27.0,17.0,11.0,21.0,22.0,22.0,23.0
1113,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1114,1.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1115,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0
1116,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,0.0,3.0,3.0,3.0,3.0
1117,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0
1118,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0
1119,1.0,3.0,4.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0
1120,3.0,2.0,0.0,3.0,1.0,6.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0
1121,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1122,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0
1123,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,7.0,2.0,4.0,4.0,5.0,5.0
1124,3.0,4.0,2.0,3.0,4.0,6.0,3.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0
1125,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1126,8.0,4.0,4.0,6.0,2.0,6.0,3.0,8.0,8.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
1127,0.0,2.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0
1128,3.0,3.0,2.0,0.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0
1129,23.0,12.0,12.0,24.0,19.0,21.0,6.0,3.0,27.0,21.0,8.0,17.0,14.0,14.0,13.0,13.0
1130,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
1131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0
1132,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1133,2.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1134,1.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
1135,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
1136,0.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
1137,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1139,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1140,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0
1142,18.0,18.0,23.0,16.0,17.0,15.0,19.0,17.0,21.0,20.0,16.0,20.0,19.0,19.0,19.0,19.0
1143,23.0,19.0,25.0,21.0,20.0,26.0,20.0,19.0,19.0,20.0,20.0,21.0,20.0,19.0,19.0,19.0
1144,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1145,0.0,0.0,3.0,1.0,1.0,3.0,3.0,5.0,6.0,5.0,6.0,1.0,5.0,6.0,6.0,7.0
1146,7.0,8.0,3.0,5.0,4.0,1.0,8.0,13.0,9.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0
1147,7.0,14.0,4.0,15.0,18.0,16.0,13.0,14.0,16.0,14.0,9.0,12.0,14.0,15.0,15.0,15.0
1148,1.0,0.0,5.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1149,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0
1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1151,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
1152,1.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1153,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
1154,6.0,6.0,4.0,4.0,7.0,6.0,10.0,14.0,16.0,8.0,12.0,11.0,14.0,14.0,15.0,16.0
1155,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1156,12.0,21.0,21.0,19.0,18.0,15.0,16.0,13.0,21.0,11.0,6.0,9.0,10.0,9.0,8.0,7.0
1157,6.0,8.0,6.0,1.0,11.0,6.0,9.0,9.0,11.0,10.0,6.0,4.0,8.0,8.0,8.0,8.0
1158,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,4.0,5.0,1.0,3.0,3.0,6.0,5.0,5.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
1160,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0
1162,0.0,1.0,12.0,6.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
1163,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
1164,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0
1165,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,1.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0
1167,2.0,3.0,2.0,0.0,0.0,5.0,4.0,7.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0
1168,16.0,14.0,4.0,20.0,15.0,14.0,13.0,16.0,18.0,7.0,18.0,7.0,12.0,12.0,12.0,12.0
1169,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1171,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0
1172,2.0,0.0,1.0,1.0,2.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0
1173,18.0,18.0,15.0,27.0,11.0,14.0,35.0,17.0,15.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0
1174,13.0,7.0,12.0,16.0,16.0,18.0,24.0,22.0,20.0,15.0,14.0,19.0,21.0,21.0,22.0,23.0
1175,9.0,8.0,12.0,12.0,12.0,15.0,11.0,11.0,14.0,13.0,7.0,17.0,14.0,14.0,14.0,15.0
1176,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
