,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16
0,2.0,8.0,2.0,10.0,3.0,14.0,11.0,17.0,9.0,13.0,8.0,6.0,12.0,13.0,13.0,14.0
1,9.0,4.0,7.0,6.0,6.0,1.0,3.0,3.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0
2,3.0,8.0,8.0,5.0,6.0,5.0,7.0,4.0,4.0,6.0,9.0,12.0,8.0,9.0,9.0,9.0
3,9.0,14.0,4.0,12.0,4.0,15.0,14.0,12.0,9.0,18.0,8.0,12.0,13.0,13.0,13.0,14.0
4,12.0,16.0,15.0,11.0,3.0,6.0,9.0,12.0,9.0,6.0,13.0,5.0,6.0,6.0,5.0,5.0
5,3.0,3.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
6,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,9.0,12.0,3.0,3.0,3.0,3.0
7,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
9,0.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0
10,7.0,6.0,0.0,6.0,0.0,4.0,8.0,1.0,16.0,7.0,16.0,5.0,10.0,11.0,12.0,12.0
11,10.0,9.0,9.0,6.0,18.0,25.0,27.0,8.0,20.0,17.0,20.0,14.0,21.0,22.0,22.0,23.0
12,9.0,5.0,7.0,5.0,6.0,14.0,21.0,15.0,7.0,5.0,5.0,12.0,11.0,11.0,11.0,11.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3.0,3.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0
15,2.0,3.0,4.0,0.0,1.0,2.0,0.0,6.0,1.0,8.0,19.0,13.0,12.0,13.0,14.0,15.0
16,10.0,10.0,3.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
17,9.0,4.0,8.0,3.0,11.0,9.0,6.0,9.0,9.0,8.0,2.0,15.0,9.0,10.0,10.0,10.0
18,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
19,4.0,9.0,9.0,11.0,8.0,15.0,13.0,10.0,2.0,6.0,10.0,5.0,8.0,7.0,7.0,7.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
21,3.0,12.0,8.0,7.0,6.0,6.0,12.0,0.0,12.0,6.0,4.0,11.0,8.0,8.0,8.0,8.0
22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0
23,25.0,11.0,9.0,26.0,34.0,11.0,11.0,14.0,10.0,9.0,6.0,6.0,5.0,4.0,3.0,1.0
24,9.0,22.0,6.0,20.0,11.0,14.0,11.0,18.0,11.0,9.0,18.0,19.0,16.0,16.0,16.0,16.0
25,7.0,3.0,7.0,1.0,1.0,3.0,0.0,6.0,3.0,3.0,0.0,11.0,4.0,4.0,4.0,4.0
26,4.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,2.0,2.0,2.0
27,19.0,9.0,3.0,11.0,1.0,14.0,4.0,6.0,11.0,7.0,8.0,9.0,7.0,6.0,6.0,6.0
28,0.0,3.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0
29,8.0,2.0,2.0,0.0,9.0,9.0,7.0,8.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0
30,6.0,7.0,18.0,9.0,6.0,4.0,10.0,7.0,16.0,13.0,21.0,6.0,13.0,14.0,14.0,15.0
31,13.0,18.0,4.0,11.0,6.0,9.0,6.0,9.0,9.0,9.0,9.0,12.0,8.0,8.0,8.0,8.0
32,13.0,17.0,6.0,19.0,10.0,15.0,11.0,12.0,18.0,11.0,5.0,2.0,7.0,6.0,6.0,5.0
33,6.0,9.0,0.0,6.0,1.0,4.0,3.0,5.0,9.0,18.0,18.0,2.0,11.0,12.0,12.0,13.0
34,6.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
35,3.0,8.0,2.0,12.0,4.0,8.0,5.0,1.0,9.0,8.0,5.0,12.0,8.0,9.0,9.0,9.0
36,5.0,9.0,12.0,12.0,8.0,12.0,12.0,9.0,16.0,7.0,10.0,0.0,8.0,8.0,8.0,7.0
37,9.0,8.0,7.0,6.0,5.0,10.0,6.0,12.0,6.0,15.0,14.0,16.0,14.0,15.0,16.0,16.0
38,3.0,5.0,0.0,3.0,2.0,0.0,4.0,8.0,3.0,9.0,18.0,16.0,14.0,15.0,16.0,17.0
39,11.0,8.0,12.0,10.0,8.0,5.0,4.0,10.0,4.0,8.0,7.0,6.0,5.0,5.0,4.0,4.0
40,1.0,3.0,3.0,4.0,3.0,0.0,6.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
41,15.0,12.0,9.0,9.0,12.0,12.0,0.0,26.0,8.0,3.0,1.0,0.0,3.0,2.0,1.0,-0.0
42,5.0,0.0,4.0,3.0,5.0,0.0,13.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0
43,6.0,7.0,5.0,2.0,1.0,3.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,-0.0,-0.0
44,16.0,6.0,9.0,6.0,11.0,19.0,27.0,30.0,21.0,18.0,8.0,23.0,23.0,24.0,25.0,26.0
45,12.0,21.0,9.0,8.0,14.0,4.0,11.0,16.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
46,7.0,22.0,18.0,15.0,21.0,22.0,21.0,12.0,17.0,6.0,12.0,7.0,11.0,10.0,9.0,9.0
47,14.0,9.0,7.0,4.0,6.0,5.0,2.0,2.0,9.0,7.0,9.0,9.0,6.0,6.0,6.0,5.0
48,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,7.0,5.0,0.0,1.0,6.0,2.0,4.0,7.0,1.0,9.0,2.0,0.0,3.0,3.0,3.0,2.0
50,8.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0
51,2.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
52,5.0,5.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
53,6.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
54,7.0,5.0,1.0,7.0,6.0,9.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0
55,15.0,14.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0
56,4.0,4.0,3.0,6.0,1.0,5.0,0.0,3.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,3.0
57,12.0,15.0,7.0,15.0,3.0,8.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
58,3.0,1.0,3.0,4.0,2.0,3.0,9.0,9.0,2.0,6.0,5.0,6.0,7.0,7.0,8.0,8.0
59,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0
60,1.0,11.0,0.0,1.0,10.0,4.0,6.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
61,13.0,14.0,6.0,9.0,10.0,19.0,8.0,11.0,15.0,22.0,14.0,11.0,15.0,16.0,16.0,16.0
62,3.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
63,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
64,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,8.0,4.0,4.0,4.0,5.0
66,2.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0
67,10.0,6.0,4.0,2.0,4.0,5.0,7.0,5.0,7.0,2.0,6.0,6.0,5.0,5.0,5.0,4.0
68,0.0,6.0,0.0,3.0,3.0,7.0,12.0,5.0,9.0,10.0,3.0,4.0,8.0,9.0,9.0,9.0
69,6.0,0.0,0.0,6.0,0.0,1.0,5.0,5.0,2.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0
70,4.0,0.0,0.0,7.0,5.0,3.0,10.0,13.0,13.0,9.0,3.0,18.0,14.0,15.0,16.0,17.0
71,3.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
72,19.0,6.0,13.0,16.0,5.0,25.0,9.0,6.0,16.0,8.0,21.0,0.0,9.0,9.0,8.0,8.0
73,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
74,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
75,12.0,7.0,3.0,1.0,9.0,2.0,14.0,8.0,5.0,8.0,5.0,4.0,6.0,5.0,5.0,5.0
76,3.0,2.0,6.0,6.0,1.0,7.0,1.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0
77,9.0,9.0,0.0,9.0,13.0,4.0,13.0,18.0,4.0,17.0,10.0,5.0,11.0,11.0,12.0,12.0
78,3.0,5.0,0.0,3.0,5.0,0.0,0.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0
79,0.0,0.0,0.0,0.0,5.0,6.0,3.0,4.0,18.0,6.0,0.0,10.0,4.0,4.0,4.0,4.0
80,3.0,7.0,2.0,8.0,4.0,8.0,11.0,12.0,6.0,8.0,12.0,12.0,12.0,13.0,14.0,14.0
81,7.0,8.0,5.0,9.0,11.0,4.0,10.0,8.0,11.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0
82,4.0,6.0,10.0,10.0,12.0,7.0,15.0,10.0,4.0,7.0,14.0,16.0,13.0,14.0,14.0,15.0
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,9.0,9.0,3.0,3.0,3.0,3.0
84,11.0,12.0,4.0,3.0,11.0,6.0,7.0,6.0,5.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0
85,14.0,6.0,13.0,3.0,13.0,4.0,15.0,8.0,8.0,11.0,4.0,8.0,7.0,7.0,7.0,6.0
86,9.0,5.0,11.0,9.0,7.0,13.0,12.0,15.0,15.0,24.0,17.0,14.0,20.0,21.0,22.0,23.0
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0
88,1.0,2.0,1.0,3.0,0.0,5.0,6.0,9.0,3.0,6.0,6.0,0.0,5.0,6.0,6.0,6.0
89,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0
90,0.0,0.0,1.0,2.0,4.0,2.0,5.0,9.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0
91,3.0,0.0,9.0,6.0,6.0,3.0,6.0,7.0,4.0,2.0,8.0,6.0,6.0,6.0,7.0,7.0
92,5.0,7.0,16.0,6.0,4.0,3.0,8.0,13.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
93,3.0,0.0,0.0,3.0,3.0,9.0,3.0,11.0,1.0,11.0,9.0,12.0,11.0,12.0,13.0,14.0
94,6.0,3.0,0.0,3.0,6.0,4.0,2.0,10.0,0.0,5.0,9.0,6.0,6.0,7.0,7.0,7.0
95,9.0,0.0,10.0,6.0,11.0,1.0,5.0,9.0,9.0,6.0,12.0,9.0,9.0,10.0,10.0,10.0
96,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,7.0,5.0,2.0,2.0,2.0,2.0
97,5.0,5.0,12.0,0.0,6.0,2.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
98,5.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,-0.0,-0.0
99,4.0,0.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
100,3.0,3.0,3.0,15.0,1.0,3.0,8.0,3.0,0.0,3.0,0.0,6.0,3.0,2.0,2.0,2.0
101,6.0,8.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
102,0.0,0.0,6.0,6.0,1.0,5.0,3.0,1.0,3.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0
103,8.0,2.0,3.0,0.0,5.0,7.0,7.0,8.0,6.0,0.0,0.0,5.0,4.0,3.0,3.0,3.0
104,3.0,6.0,3.0,1.0,5.0,6.0,6.0,9.0,3.0,8.0,10.0,4.0,8.0,8.0,8.0,9.0
105,0.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0
106,7.0,11.0,9.0,4.0,15.0,6.0,7.0,8.0,6.0,3.0,9.0,0.0,4.0,3.0,3.0,2.0
107,3.0,0.0,0.0,9.0,6.0,6.0,1.0,8.0,12.0,15.0,4.0,6.0,10.0,11.0,11.0,12.0
108,5.0,6.0,5.0,3.0,7.0,16.0,13.0,8.0,11.0,7.0,14.0,22.0,17.0,18.0,19.0,20.0
109,9.0,13.0,11.0,5.0,11.0,3.0,12.0,6.0,10.0,13.0,4.0,0.0,5.0,4.0,4.0,3.0
110,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0
111,6.0,0.0,7.0,5.0,3.0,0.0,6.0,6.0,9.0,9.0,9.0,3.0,7.0,8.0,8.0,8.0
112,0.0,6.0,3.0,0.0,8.0,3.0,2.0,7.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
113,9.0,3.0,8.0,5.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
114,1.0,0.0,0.0,3.0,0.0,3.0,5.0,3.0,8.0,7.0,8.0,3.0,7.0,8.0,9.0,9.0
115,0.0,2.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0
116,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0
117,4.0,3.0,2.0,1.0,6.0,1.0,6.0,2.0,5.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0
118,10.0,17.0,0.0,15.0,5.0,0.0,3.0,3.0,0.0,6.0,0.0,2.0,5.0,5.0,5.0,5.0
119,12.0,8.0,11.0,11.0,7.0,8.0,18.0,5.0,13.0,10.0,8.0,12.0,10.0,10.0,10.0,10.0
120,5.0,16.0,6.0,5.0,21.0,17.0,10.0,15.0,9.0,11.0,14.0,9.0,13.0,13.0,13.0,13.0
121,3.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0
122,1.0,6.0,4.0,4.0,0.0,2.0,9.0,5.0,10.0,5.0,6.0,6.0,7.0,8.0,8.0,9.0
123,14.0,18.0,3.0,5.0,2.0,6.0,10.0,7.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,1.0
124,3.0,6.0,0.0,6.0,2.0,2.0,10.0,5.0,3.0,4.0,11.0,6.0,7.0,8.0,8.0,8.0
125,8.0,1.0,4.0,7.0,7.0,5.0,11.0,10.0,2.0,10.0,9.0,6.0,9.0,9.0,9.0,9.0
126,6.0,2.0,4.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
127,2.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
128,0.0,3.0,0.0,2.0,3.0,5.0,1.0,4.0,1.0,8.0,4.0,2.0,5.0,5.0,5.0,5.0
129,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
130,3.0,6.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0
131,0.0,3.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
132,0.0,1.0,0.0,4.0,0.0,9.0,4.0,3.0,3.0,9.0,9.0,6.0,9.0,9.0,10.0,11.0
133,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0
135,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
136,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
137,4.0,20.0,9.0,11.0,4.0,7.0,13.0,10.0,8.0,9.0,16.0,8.0,10.0,10.0,10.0,10.0
138,1.0,4.0,0.0,0.0,6.0,5.0,11.0,4.0,16.0,6.0,3.0,4.0,8.0,9.0,9.0,10.0
139,2.0,4.0,3.0,3.0,2.0,3.0,6.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0
140,10.0,5.0,9.0,3.0,9.0,6.0,10.0,14.0,8.0,6.0,3.0,0.0,5.0,4.0,4.0,3.0
141,3.0,2.0,7.0,5.0,4.0,6.0,10.0,1.0,13.0,6.0,16.0,4.0,10.0,11.0,11.0,12.0
142,1.0,2.0,3.0,3.0,6.0,2.0,5.0,0.0,4.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0
143,5.0,5.0,2.0,7.0,0.0,11.0,7.0,13.0,2.0,7.0,6.0,12.0,9.0,10.0,10.0,11.0
144,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0
145,3.0,0.0,4.0,4.0,6.0,6.0,15.0,9.0,11.0,6.0,12.0,2.0,10.0,11.0,11.0,12.0
146,4.0,5.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
147,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
148,5.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0
149,12.0,11.0,14.0,9.0,3.0,9.0,3.0,5.0,9.0,3.0,7.0,4.0,3.0,2.0,1.0,1.0
150,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
151,5.0,3.0,6.0,9.0,6.0,6.0,3.0,8.0,1.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0
152,2.0,4.0,0.0,0.0,9.0,3.0,6.0,9.0,6.0,1.0,9.0,0.0,6.0,6.0,6.0,6.0
153,3.0,6.0,9.0,0.0,5.0,4.0,10.0,8.0,8.0,9.0,10.0,8.0,10.0,10.0,11.0,12.0
154,6.0,6.0,6.0,5.0,8.0,4.0,8.0,6.0,6.0,6.0,1.0,6.0,5.0,5.0,4.0,4.0
155,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0
156,3.0,0.0,6.0,0.0,3.0,6.0,3.0,0.0,9.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0
157,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0
158,6.0,16.0,15.0,3.0,6.0,6.0,16.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0
159,10.0,9.0,0.0,4.0,1.0,7.0,3.0,0.0,3.0,3.0,6.0,3.0,2.0,2.0,1.0,1.0
160,7.0,2.0,0.0,6.0,4.0,3.0,5.0,1.0,1.0,6.0,0.0,5.0,3.0,3.0,2.0,2.0
161,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
163,3.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
164,0.0,6.0,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
165,3.0,5.0,4.0,6.0,7.0,6.0,7.0,8.0,14.0,7.0,3.0,1.0,6.0,7.0,7.0,7.0
166,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
167,3.0,1.0,0.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0
168,14.0,13.0,12.0,13.0,4.0,8.0,13.0,7.0,10.0,7.0,6.0,15.0,8.0,8.0,8.0,7.0
169,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0
170,8.0,0.0,0.0,3.0,5.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
171,3.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0
172,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
173,0.0,3.0,3.0,0.0,0.0,3.0,4.0,1.0,2.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0
174,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,3.0,4.0,5.0,0.0,3.0,0.0,5.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0
176,9.0,3.0,5.0,0.0,3.0,6.0,11.0,18.0,5.0,6.0,17.0,18.0,15.0,16.0,18.0,19.0
177,0.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,2.0,6.0,3.0,4.0,5.0,5.0,5.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1.0,2.0,9.0,6.0,2.0,5.0,6.0,3.0,13.0,8.0,11.0,4.0,9.0,10.0,10.0,11.0
180,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0
181,11.0,16.0,15.0,17.0,13.0,10.0,13.0,14.0,1.0,3.0,1.0,10.0,3.0,2.0,1.0,0.0
182,0.0,9.0,6.0,6.0,4.0,2.0,3.0,0.0,7.0,9.0,0.0,9.0,5.0,5.0,6.0,6.0
183,3.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0
184,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
185,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0
186,1.0,14.0,10.0,15.0,3.0,7.0,5.0,11.0,5.0,2.0,16.0,0.0,6.0,5.0,5.0,5.0
187,0.0,0.0,5.0,4.0,3.0,2.0,9.0,6.0,4.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0
188,2.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,-0.0,-0.0,1.0,1.0
189,0.0,2.0,0.0,3.0,1.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0
190,3.0,3.0,4.0,4.0,6.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0
191,0.0,4.0,2.0,0.0,2.0,3.0,7.0,3.0,5.0,5.0,6.0,5.0,6.0,7.0,7.0,8.0
192,2.0,9.0,12.0,3.0,4.0,5.0,3.0,7.0,3.0,3.0,4.0,12.0,6.0,6.0,6.0,6.0
193,6.0,6.0,9.0,20.0,15.0,9.0,12.0,9.0,7.0,15.0,7.0,5.0,9.0,9.0,9.0,9.0
194,6.0,4.0,15.0,3.0,2.0,6.0,1.0,4.0,3.0,9.0,6.0,12.0,7.0,7.0,7.0,7.0
195,1.0,1.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
196,3.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0
197,4.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
198,4.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0
199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,7.0,5.0,4.0,6.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,3.0,3.0,3.0
201,13.0,4.0,9.0,5.0,7.0,3.0,14.0,5.0,3.0,4.0,6.0,0.0,2.0,2.0,1.0,1.0
202,3.0,9.0,6.0,1.0,8.0,7.0,6.0,13.0,14.0,15.0,7.0,7.0,12.0,12.0,13.0,14.0
203,6.0,5.0,7.0,0.0,6.0,6.0,3.0,3.0,0.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0
204,0.0,3.0,0.0,1.0,5.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0
205,10.0,3.0,9.0,2.0,6.0,6.0,5.0,7.0,0.0,2.0,8.0,2.0,3.0,2.0,2.0,2.0
206,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
207,3.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
208,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
209,5.0,3.0,3.0,6.0,3.0,2.0,8.0,9.0,3.0,1.0,7.0,0.0,4.0,4.0,3.0,3.0
210,4.0,2.0,3.0,3.0,3.0,2.0,0.0,6.0,4.0,8.0,4.0,6.0,6.0,6.0,6.0,7.0
